Feature ID,GeneID
A_01_P1732831,0
A_01_P1732836,0
A_01_P1732841,0
A_01_P1732846,0
A_01_P1732853,0
A_01_P1732856,SARNP
A_01_P1732861,ORMDL2
A_01_P1732866,0
A_01_P1732871,DGKA
A_01_P1732876,IKZF4
A_01_P1732881,SMARCC2
A_01_P1732886,0
A_01_P1732891,ANKRD52
A_01_P1732896,ANKRD52
A_01_P1732901,0
A_01_P1732906,0
A_01_P1732911,NACA
A_01_P1732916,PRIM1
A_01_P1732921,HSD17B6
A_01_P1732926,ZBTB39
A_01_P1732931,TAC3
A_01_P1732936,LRP1
A_01_P1732941,LRP1
A_01_P1732946,0
A_01_P1732951,SHMT2
A_01_P1732956,INHBC
A_01_P1732961,INHBE
A_01_P1732966,MARS
A_01_P1732971,0
A_01_P1732976,KIF5A
A_01_P1732981,0
A_01_P1732986,0
A_01_P1732991,AGAP2
A_01_P1732996,TSPAN31
A_01_P1733001,CDK4
A_01_P1733006,METTL1
A_01_P1733011,EEF1AKMT3
A_01_P1733016,AVIL
A_01_P1733021,GEMIN7
A_01_P1733026,0
A_01_P1733031,LRIG3
A_01_P1733036,0
A_01_P1733041,USP15
A_01_P1733046,MON2
A_01_P1733051,C11H12orf61
A_01_P1733056,PPM1H
A_01_P1733061,SRGAP1
A_01_P1733066,0
A_01_P1733071,C11H12orf66
A_01_P1733076,C11H12orf56
A_01_P1733081,RASSF3
A_01_P1733086,0
A_01_P1733091,TBC1D30
A_01_P1733101,0
A_01_P1733106,HMGA2
A_01_P1733111,HMGA2-AS1
A_01_P1733116,GRIP1
A_01_P1733121,0
A_01_P1733126,IL26
A_01_P1733131,MDM1
A_01_P1733138,LDHB
A_01_P1733141,0
A_01_P1733146,SLC35E3
A_01_P1733151,CPSF6
A_01_P1733156,LRRC10
A_01_P1733161,BEST3
A_01_P1733166,BEST3
A_01_P1733171,MYRFL
A_01_P1733176,0
A_01_P1733181,0
A_01_P1733186,0
A_01_P1733191,THAP2
A_01_P1733196,TBC1D15
A_01_P1733201,CAPS2
A_01_P1733206,GLIPR1L1
A_01_P1733211,0
A_01_P1733218,0
A_01_P1733221,PNO1
A_01_P1733226,NAP1L1
A_01_P1733231,LOC706480
A_01_P1733236,0
A_01_P1733243,CSRP2
A_01_P1733246,NAV3
A_01_P1733251,NAV3
A_01_P1733256,NAV3
A_01_P1733261,TMEM14B
A_01_P1733266,PPP1R12A
A_01_P1733271,0
A_01_P1733276,OTOGL
A_01_P1733281,PTPRQ
A_01_P1733286,MYF6
A_01_P1733291,MYF5
A_01_P1733296,0
A_01_P1733301,0
A_01_P1733306,METTL25
A_01_P1733311,DDT
A_01_P1733318,0
A_01_P1733321,LRRIQ1
A_01_P1733326,LRRIQ1
A_01_P1733331,ALX1
A_01_P1733336,0
A_01_P1733341,ORAI3
A_01_P1733346,RASSF9
A_01_P1733351,SLC6A6
A_01_P1733356,GRIP2
A_01_P1733361,FGD5
A_01_P1733366,NR2C2
A_01_P1733371,TRH
A_01_P1733376,TRH
A_01_P1733381,PLXND1
A_01_P1733386,0
A_01_P1733391,COPG1
A_01_P1733396,0
A_01_P1733401,0
A_01_P1733406,EFCC1
A_01_P1733411,EFCC1
A_01_P1733416,0
A_01_P1733421,KIAA1257
A_01_P1733426,RAB7A
A_01_P1733431,0
A_01_P1733436,EEFSEC
A_01_P1733441,0
A_01_P1733446,KBTBD12
A_01_P1733451,KBTBD12
A_01_P1733456,MGLL
A_01_P1733461,0
A_01_P1733466,0
A_01_P1733471,C2H3orf56
A_01_P1733476,C11H12orf50
A_01_P1733481,0
A_01_P1733486,CEP290
A_01_P1733491,CEP290
A_01_P1733496,TMTC3
A_01_P1733501,KITLG
A_01_P1733506,ATP2B1
A_01_P1733511,CCER1
A_01_P1733516,KERA
A_01_P1733521,0
A_01_P1733526,0
A_01_P1733531,0
A_01_P1733536,PLEKHG7
A_01_P1733541,EEA1
A_01_P1733546,NUDT4
A_01_P1733551,0
A_01_P1733556,0
A_01_P1733565,0
A_01_P1733566,SUCLG2
A_01_P1733571,TMCC3
A_01_P1733576,0
A_01_P1733581,NR2C1
A_01_P1733586,VEZT
A_01_P1733591,NTN4
A_01_P1733596,HAL
A_01_P1733601,NSMCE4A
A_01_P1733606,CFAP54
A_01_P1733616,NEDD1
A_01_P1733621,TMPO
A_01_P1733626,TMPO
A_01_P1733631,SLC25A3
A_01_P1733636,0
A_01_P1733641,IKBIP
A_01_P1733646,LOC694033
A_01_P1733651,SCYL2
A_01_P1733656,SLC17A8
A_01_P1733661,PIGA
A_01_P1733666,GAS2L3
A_01_P1733676,SLC5A8
A_01_P1733681,ARL1
A_01_P1733686,SPIC
A_01_P1733691,MYBPC1
A_01_P1733696,MYBPC1
A_01_P1733701,0
A_01_P1733706,DRAM1
A_01_P1733711,0
A_01_P1733716,PARPBP
A_01_P1733726,PMCH
A_01_P1733731,IGF1
A_01_P1733736,0
A_01_P1733741,STAB2
A_01_P1733749,0
A_01_P1733751,LOC699683
A_01_P1733756,LOC699683
A_01_P1733761,LOC699683
A_01_P1733766,HSP90B1
A_01_P1733771,C11H12orf73
A_01_P1733776,ALDH1L2
A_01_P1733781,0
A_01_P1733786,0
A_01_P1733791,WASHC4
A_01_P1733796,APPL2
A_01_P1733806,NUAK1
A_01_P1733811,0
A_01_P1733816,0
A_01_P1733821,TCP11L2
A_01_P1733826,RIC8B
A_01_P1733831,CRY1
A_01_P1733836,CAMLG
A_01_P1733841,0
A_01_P1733846,LOC705507
A_01_P1733851,LOC704952
A_01_P1733856,WSCD2
A_01_P1733861,0
A_01_P1733866,0
A_01_P1733871,0
A_01_P1733876,TMEM119
A_01_P1733881,SELPLG
A_01_P1733886,CORO1C
A_01_P1733891,0
A_01_P1733896,SSH1
A_01_P1733901,0
A_01_P1733906,SVOP
A_01_P1733911,UNG
A_01_P1733916,ACACB
A_01_P1733921,ACACB
A_01_P1733926,MYO1H
A_01_P1733931,UBE3B
A_01_P1733936,MMAB
A_01_P1733941,FAM222A
A_01_P1733946,TRPV4
A_01_P1733951,TCHP
A_01_P1733956,GIT2
A_01_P1733961,ANKRD13A
A_01_P1733966,IFT81
A_01_P1733971,ATP2A2
A_01_P1733976,0
A_01_P1733981,FAM216A
A_01_P1733986,VPS29
A_01_P1733991,0
A_01_P1733996,HVCN1
A_01_P1734001,PPP1CC
A_01_P1734006,LOC711766
A_01_P1734011,LOC712795
A_01_P1734016,PHETA1
A_01_P1734021,SH2B3
A_01_P1734026,ATXN2
A_01_P1734031,0
A_01_P1734036,0
A_01_P1734041,0
A_01_P1734046,ALDH2
A_01_P1734051,LOC107001018
A_01_P1734056,NAA25
A_01_P1734061,HECTD4
A_01_P1734066,0
A_01_P1734071,RPL7A
A_01_P1734076,OAS1
A_01_P1734081,0
A_01_P1734086,OAS2
A_01_P1734091,0
A_01_P1734096,0
A_01_P1734101,CFAP73
A_01_P1734106,DDX54
A_01_P1734111,RITA1
A_01_P1734116,IQCD
A_01_P1734121,IQCD
A_01_P1734126,PLBD2
A_01_P1734131,SDS
A_01_P1734136,TBX5
A_01_P1734141,TBX5
A_01_P1734146,C11H12orf49
A_01_P1734151,RNFT2
A_01_P1734156,0
A_01_P1734161,FBXW8
A_01_P1734166,FBXO21
A_01_P1734171,NOS1
A_01_P1734176,0
A_01_P1734181,KSR2
A_01_P1734186,0
A_01_P1734191,WSB2
A_01_P1734196,TAOK3
A_01_P1734205,0
A_01_P1734206,0
A_01_P1734211,CCDC60
A_01_P1734216,0
A_01_P1734221,BICDL1
A_01_P1734226,RAB35
A_01_P1734231,0
A_01_P1734236,LOC696336
A_01_P1734241,LOC107001047
A_01_P1734246,MSI1
A_01_P1734251,SYT15
A_01_P1734256,COQ5
A_01_P1734261,RNF10
A_01_P1734266,0
A_01_P1734271,ADGRD1
A_01_P1734276,SPPL3
A_01_P1734281,0
A_01_P1734286,0
A_01_P1734296,LOC107001057
A_01_P1734301,ATXN3
A_01_P1734306,0
A_01_P1734311,CAMKK2
A_01_P1734316,ANAPC5
A_01_P1734321,ANAPC5
A_01_P1734326,KDM2B
A_01_P1734331,MORN3
A_01_P1734336,TMEM120B
A_01_P1734341,RHOF
A_01_P1734346,RHOF
A_01_P1734355,SETD1B
A_01_P1734356,SETD1B
A_01_P1734361,0
A_01_P1734366,WDR66
A_01_P1734371,WDR66
A_01_P1734376,0
A_01_P1734381,0
A_01_P1734386,IL31
A_01_P1734391,LRRC43
A_01_P1734396,CLIP1
A_01_P1734401,CLIP1
A_01_P1734406,RSRC2
A_01_P1734411,0
A_01_P1734416,DENR
A_01_P1734421,0
A_01_P1734426,ABCB9
A_01_P1734431,0
A_01_P1734440,OGFOD2
A_01_P1734441,MPHOSPH9
A_01_P1734446,0
A_01_P1734451,SBNO1
A_01_P1734456,SBNO1
A_01_P1734461,LOC705178
A_01_P1734466,DDX55
A_01_P1734471,ATP6V0A2
A_01_P1734476,LOC710343
A_01_P1734481,LOC710343
A_01_P1734486,CCDC92
A_01_P1734491,ZNF664
A_01_P1734496,NCOR2
A_01_P1734501,0
A_01_P1734506,SCARB1
A_01_P1734511,0
A_01_P1734516,0
A_01_P1734521,AACS
A_01_P1734526,BIN2
A_01_P1734531,TMEM132C
A_01_P1734536,TMEM132C
A_01_P1734541,SLC15A4
A_01_P1734546,0
A_01_P1734551,GLT1D1
A_01_P1734556,0
A_01_P1734561,TMEM132D
A_01_P1734566,PIWIL1
A_01_P1734571,RIMBP2
A_01_P1734576,STX2
A_01_P1734581,ADGRD1
A_01_P1734586,ADGRD1
A_01_P1734591,0
A_01_P1734596,PUS1
A_01_P1734601,LOC709936
A_01_P1734606,LOC709936
A_01_P1734611,0
A_01_P1734616,0
A_01_P1734621,NOC4L
A_01_P1734626,0
A_01_P1734634,0
A_01_P1734636,0
A_01_P1734641,0
A_01_P1734646,FBRSL1
A_01_P1734651,0
A_01_P1734656,P2RX2
A_01_P1734661,POLE
A_01_P1734666,POLE
A_01_P1734671,0
A_01_P1734676,PGAM5
A_01_P1734681,ANKLE2
A_01_P1734686,LOC698651
A_01_P1734691,GOLGA3
A_01_P1734696,CHFR
A_01_P1734701,ZNF605
A_01_P1734706,ZNF26
A_01_P1734711,ZNF140
A_01_P1734716,ZNF891
A_01_P1734721,0
A_01_P1734726,0
A_01_P1734731,ANHX
A_01_P1734736,0
A_01_P1734741,SH3YL1
A_01_P1734746,0
A_01_P1734751,ALKAL2
A_01_P1734756,SNTG2
A_01_P1734761,0
A_01_P1734766,0
A_01_P1734771,TPO
A_01_P1734776,0
A_01_P1734781,0
A_01_P1734786,0
A_01_P1734791,COLEC11
A_01_P1734796,DCDC2C
A_01_P1734801,0
A_01_P1734806,TRAPPC12
A_01_P1734811,ADI1
A_01_P1734816,0
A_01_P1734821,CMPK2
A_01_P1734826,RSAD2
A_01_P1734831,RNF144A
A_01_P1734836,0
A_01_P1734841,0
A_01_P1734846,ASAP2
A_01_P1734851,ITGB1BP1
A_01_P1734856,ITGB1BP1
A_01_P1734861,ADAM17
A_01_P1734867,0
A_01_P1734871,0
A_01_P1734876,GRHL1
A_01_P1734881,CYS1
A_01_P1734886,0
A_01_P1734891,HPCAL1
A_01_P1734896,NOL10
A_01_P1734901,PDIA6
A_01_P1734906,0
A_01_P1734911,ROCK2
A_01_P1734916,E2F6
A_01_P1734921,GREB1
A_01_P1734926,GREB1
A_01_P1734931,NTSR2
A_01_P1734936,0
A_01_P1734941,RBBP4
A_01_P1734946,FAM84A
A_01_P1734951,NBAS
A_01_P1734956,0
A_01_P1734961,0
A_01_P1734966,SMC6
A_01_P1734971,SMC6
A_01_P1734976,MSGN1
A_01_P1734986,0
A_01_P1734991,0
A_01_P1734996,SDHD
A_01_P1735001,WDR35
A_01_P1735006,MATN3
A_01_P1735011,C1H1orf174
A_01_P1735016,0
A_01_P1735021,0
A_01_P1735026,0
A_01_P1735031,0
A_01_P1735036,0
A_01_P1735041,TDRD15
A_01_P1735046,0
A_01_P1735051,KLHL29
A_01_P1735056,ATAD2B
A_01_P1735061,UBXN2A
A_01_P1735066,MFSD2B
A_01_P1735071,FKBP1B
A_01_P1735076,FAM228B
A_01_P1735081,FAM228A
A_01_P1735086,ITSN2
A_01_P1735091,NCOA1
A_01_P1735096,0
A_01_P1735101,0
A_01_P1735106,ADCY3
A_01_P1735111,DNAJC27
A_01_P1735116,0
A_01_P1735122,0
A_01_P1735126,0
A_01_P1735131,DNMT3A
A_01_P1735136,DTNB
A_01_P1735141,ASXL2
A_01_P1735146,0
A_01_P1735151,0
A_01_P1735156,0
A_01_P1735161,0
A_01_P1735166,DRC1
A_01_P1735171,OTOF
A_01_P1735176,C13H2orf70
A_01_P1735181,CIB4
A_01_P1735186,KCNK3
A_01_P1735191,SLC35F6
A_01_P1735196,CENPA
A_01_P1735201,DPYSL5
A_01_P1735206,CGREF1
A_01_P1735211,0
A_01_P1735216,DNAJC5G
A_01_P1735221,TRIM54
A_01_P1735226,0
A_01_P1735231,EIF2B4
A_01_P1735236,PPM1G
A_01_P1735241,KRTCAP3
A_01_P1735246,FNDC4
A_01_P1735251,GCKR
A_01_P1735256,RBKS
A_01_P1735261,BABAM2
A_01_P1735266,0
A_01_P1735271,PLB1
A_01_P1735276,SPDYA
A_01_P1735281,TOGARAM2
A_01_P1735286,PCARE
A_01_P1735291,CLIP4
A_01_P1735296,ALK
A_01_P1735302,CAPN13
A_01_P1735306,0
A_01_P1735311,GALNT14
A_01_P1735316,CAPN14
A_01_P1735321,0
A_01_P1735326,XDH
A_01_P1735331,SRD5A2
A_01_P1735336,0
A_01_P1735341,SPAST
A_01_P1735346,SLC30A6
A_01_P1735351,0
A_01_P1735356,LOC707552
A_01_P1735361,0
A_01_P1735366,0
A_01_P1735371,0
A_01_P1735376,GPATCH11
A_01_P1735381,SULT6B1
A_01_P1735389,SULT6B1
A_01_P1735391,CDC42EP3
A_01_P1735396,RMDN2
A_01_P1735401,0
A_01_P1735406,ATL2
A_01_P1735411,0
A_01_P1735416,0
A_01_P1735421,SRSF7
A_01_P1735426,0
A_01_P1735431,0
A_01_P1735436,ARHGEF33
A_01_P1735441,SOS1
A_01_P1735446,THUMPD2
A_01_P1735451,LDHA
A_01_P1735456,0
A_01_P1735461,0
A_01_P1735466,0
A_01_P1735471,PKDCC
A_01_P1735476,MTA3
A_01_P1735481,OXER1
A_01_P1735486,SHKBP1
A_01_P1735491,ZFP36L2
A_01_P1735496,0
A_01_P1735501,PLEKHH2
A_01_P1735506,0
A_01_P1735511,DYNC2LI1
A_01_P1735516,DYNC2LI1
A_01_P1735521,PREPL
A_01_P1735526,CAMKMT
A_01_P1735531,0
A_01_P1735536,SIX2
A_01_P1735541,SRBD1
A_01_P1735546,TMEM247
A_01_P1735551,TTC7A
A_01_P1735556,0
A_01_P1735561,STPG4
A_01_P1735566,MSH2
A_01_P1735571,0
A_01_P1735576,FOXN2
A_01_P1735581,PPP1R21
A_01_P1735586,FSHR
A_01_P1735591,0
A_01_P1735596,CHAC2
A_01_P1735601,ERLEC1
A_01_P1735606,0
A_01_P1735611,0
A_01_P1735616,0
A_01_P1735621,TSPYL6
A_01_P1735626,C13H2orf73
A_01_P1735631,SPTBN1
A_01_P1735636,0
A_01_P1735641,EML6
A_01_P1735646,LOC718926
A_01_P1735651,CCDC88A
A_01_P1735656,PNPT1
A_01_P1735661,PNPT1
A_01_P1735666,EFEMP1
A_01_P1735671,0
A_01_P1735676,SUMO3
A_01_P1735681,VRK2
A_01_P1735686,0
A_01_P1735691,PDHA1
A_01_P1735696,PDHA1
A_01_P1735701,BCL11A
A_01_P1735706,0
A_01_P1735711,0
A_01_P1735717,0
A_01_P1735721,RPS28
A_01_P1735726,0
A_01_P1735732,0
A_01_P1735736,KIAA1841
A_01_P1735741,AHSA2P
A_01_P1735746,FAM161A
A_01_P1735751,CCT4
A_01_P1735756,0
A_01_P1735761,B3GNT2
A_01_P1735766,0
A_01_P1735771,UGP2
A_01_P1735776,VPS54
A_01_P1735781,LGALSL
A_01_P1735786,0
A_01_P1735791,SERTAD2
A_01_P1735796,SLC1A4
A_01_P1735801,0
A_01_P1735806,0
A_01_P1735811,MEIS1
A_01_P1735816,0
A_01_P1735821,0
A_01_P1735826,PPP3R1
A_01_P1735831,LOC715912
A_01_P1735836,FBXO48
A_01_P1735841,APLF
A_01_P1735846,NDUFB3
A_01_P1735851,0
A_01_P1735856,ANTXR1
A_01_P1735861,GFPT1
A_01_P1735866,0
A_01_P1735871,0
A_01_P1735876,SNRNP27
A_01_P1735881,0
A_01_P1735886,ASPRV1
A_01_P1735891,H3F3B
A_01_P1735896,0
A_01_P1735901,TIA1
A_01_P1735906,0
A_01_P1735911,ADD2
A_01_P1735916,ADD2
A_01_P1735921,0
A_01_P1735926,FIGLA
A_01_P1735931,0
A_01_P1735936,TEX261
A_01_P1735941,MPHOSPH10
A_01_P1735946,PAIP2B
A_01_P1735951,ZNF638
A_01_P1735956,0
A_01_P1735961,DYSF
A_01_P1735966,0
A_01_P1735971,LOC704750
A_01_P1735976,LOC704750
A_01_P1735981,EXOC6B
A_01_P1735986,0
A_01_P1735991,SDHB
A_01_P1735996,SFXN5
A_01_P1736001,RAB11FIP5
A_01_P1736006,0
A_01_P1736011,CCT7
A_01_P1736016,0
A_01_P1736021,0
A_01_P1736026,0
A_01_P1736031,C13H2orf78
A_01_P1736036,C13H2orf78
A_01_P1736041,STAMBP
A_01_P1736046,DGUOK
A_01_P1736051,0
A_01_P1736056,TET3
A_01_P1736061,MOB1A
A_01_P1736066,MOB1A
A_01_P1736071,MTHFD2
A_01_P1736081,SLC4A5
A_01_P1736086,C13H2orf81
A_01_P1736091,TTC31
A_01_P1736096,0
A_01_P1736101,PCGF1
A_01_P1736106,0
A_01_P1736111,0
A_01_P1736116,DOK1
A_01_P1736121,M1AP
A_01_P1736126,0
A_01_P1736131,SEMA4F
A_01_P1736136,0
A_01_P1736141,HK2
A_01_P1736146,POLE4
A_01_P1736151,0
A_01_P1736156,GCFC2
A_01_P1736161,0
A_01_P1736170,0
A_01_P1736171,0
A_01_P1736176,REG3G
A_01_P1736181,REG3G
A_01_P1736186,0
A_01_P1736191,REG1A
A_01_P1736196,REG1A
A_01_P1736201,0
A_01_P1736211,TAF12
A_01_P1736216,0
A_01_P1736223,0
A_01_P1736226,0
A_01_P1736231,LOC106993031
A_01_P1736236,DNAH6
A_01_P1736241,DNAH6
A_01_P1736246,0
A_01_P1736251,TRABD2A
A_01_P1736256,0
A_01_P1736261,TGOLN2
A_01_P1736266,0
A_01_P1736271,0
A_01_P1736276,USP39
A_01_P1736281,0
A_01_P1736286,0
A_01_P1736291,0
A_01_P1736296,PTCD3
A_01_P1736301,ERN2
A_01_P1736306,PLK1
A_01_P1736311,DCTN5
A_01_P1736316,RMND5A
A_01_P1736321,0
A_01_P1736326,CD8B
A_01_P1736331,SMYD1
A_01_P1736336,FABP1
A_01_P1736341,THNSL2
A_01_P1736346,FOXI3
A_01_P1736351,LOC706567
A_01_P1736356,0
A_01_P1736361,0
A_01_P1736366,0
A_01_P1736371,0
A_01_P1736376,0
A_01_P1736381,0
A_01_P1736386,0
A_01_P1736391,0
A_01_P1736396,0
A_01_P1736401,MAL
A_01_P1736406,ZNF2
A_01_P1736411,0
A_01_P1736416,KCNIP3
A_01_P1736421,GPAT2
A_01_P1736426,0
A_01_P1736431,SNRNP200
A_01_P1736436,0
A_01_P1736441,0
A_01_P1736446,0
A_01_P1736455,FER1L5
A_01_P1736456,FER1L5
A_01_P1736461,FER1L5
A_01_P1736466,0
A_01_P1736471,0
A_01_P1736476,0
A_01_P1736481,0
A_01_P1736486,0
A_01_P1736491,SEMA4C
A_01_P1736496,0
A_01_P1736501,CHD4
A_01_P1736511,0
A_01_P1736516,0
A_01_P1736521,VWA3B
A_01_P1736526,CNGA3
A_01_P1736531,INPP4A
A_01_P1736536,0
A_01_P1736541,COA5
A_01_P1736546,KIAA1211L
A_01_P1736551,MRPL30
A_01_P1736556,LYG2
A_01_P1736561,LYG1
A_01_P1736566,0
A_01_P1736576,AFF3
A_01_P1736581,AFF3
A_01_P1736586,0
A_01_P1736591,TBC1D8
A_01_P1736596,CNOT11
A_01_P1736601,RFX8
A_01_P1736606,MAP4K4
A_01_P1736611,S100A11
A_01_P1736616,0
A_01_P1736621,IL1RL2
A_01_P1736626,IL1RL1
A_01_P1736631,0
A_01_P1736636,IL18R1
A_01_P1736641,SLC9A4
A_01_P1736646,0
A_01_P1736651,TMEM182
A_01_P1736660,0
A_01_P1736661,0
A_01_P1736671,GPR45
A_01_P1736676,0
A_01_P1736681,0
A_01_P1736686,0
A_01_P1736691,LOC100426269
A_01_P1736696,0
A_01_P1736701,GCC2
A_01_P1736706,LIMS1
A_01_P1736711,LIMS1
A_01_P1736716,0
A_01_P1736721,RANBP2
A_01_P1736726,SH3RF3
A_01_P1736731,SOWAHC
A_01_P1736736,0
A_01_P1736741,LOC106993129
A_01_P1736746,0
A_01_P1736751,NPHP1
A_01_P1736756,LOC696478
A_01_P1736761,0
A_01_P1736766,0
A_01_P1736771,0
A_01_P1736780,LOC106993125
A_01_P1736781,MERTK
A_01_P1736786,TMEM87B
A_01_P1736791,FBLN7
A_01_P1736796,0
A_01_P1736801,AJUBA
A_01_P1736806,TTL
A_01_P1736811,POLR1B
A_01_P1736816,0
A_01_P1736821,IL37
A_01_P1736831,IL36G
A_01_P1736838,IL36B
A_01_P1736841,0
A_01_P1736846,IL1F10
A_01_P1736851,IL1F10
A_01_P1736856,IL1RN
A_01_P1736861,PAX8
A_01_P1736866,LOC706567
A_01_P1736871,LOC706567
A_01_P1736876,LOC706567
A_01_P1736881,0
A_01_P1736891,0
A_01_P1736896,0
A_01_P1736901,0
A_01_P1736906,0
A_01_P1736916,0
A_01_P1736921,0
A_01_P1736928,0
A_01_P1736936,0
A_01_P1736941,0
A_01_P1736946,0
A_01_P1736956,0
A_01_P1736961,THSD7B
A_01_P1736966,HNRNPK
A_01_P1736971,DARS
A_01_P1736976,0
A_01_P1736981,R3HDM1
A_01_P1736986,R3HDM1
A_01_P1736991,R3HDM1
A_01_P1736996,ZRANB3
A_01_P1737001,RAB3GAP1
A_01_P1737006,RAB3GAP1
A_01_P1737011,MAP3K19
A_01_P1737016,MGAT5
A_01_P1737021,NCKAP5
A_01_P1737026,0
A_01_P1737031,NCKAP5
A_01_P1737036,SLC35F5
A_01_P1737041,0
A_01_P1737046,LOC693399
A_01_P1737051,EN1
A_01_P1737056,MARCO
A_01_P1737061,C1QL2
A_01_P1737066,0
A_01_P1737071,STEAP3
A_01_P1737076,C12H2orf76
A_01_P1737081,DBI
A_01_P1737086,CFAP221
A_01_P1737091,TMEM177
A_01_P1737096,EPB41L5
A_01_P1737101,EPB41L5
A_01_P1737106,RALB
A_01_P1737111,GLI2
A_01_P1737116,0
A_01_P1737121,GLI2
A_01_P1737126,CHCHD2
A_01_P1737131,TFCP2L1
A_01_P1737136,CLASP1
A_01_P1737141,0
A_01_P1737151,0
A_01_P1737156,BIN1
A_01_P1737162,0
A_01_P1737166,IWS1
A_01_P1737171,MYO7B
A_01_P1737176,0
A_01_P1737181,AMMECR1L
A_01_P1737186,SAP130
A_01_P1737196,SAP130
A_01_P1737201,0
A_01_P1737206,LOC717975
A_01_P1737211,SMPD4
A_01_P1737221,IMP4
A_01_P1737226,PTPN18
A_01_P1737231,0
A_01_P1737236,0
A_01_P1737241,GPR148
A_01_P1737246,FAM168B
A_01_P1737256,PLEKHB2
A_01_P1737261,ZNF596
A_01_P1737266,0
A_01_P1737271,FBXO25
A_01_P1737276,0
A_01_P1737281,ERICH1
A_01_P1737286,ERICH1
A_01_P1737291,0
A_01_P1737296,0
A_01_P1737301,ARHGEF10
A_01_P1737306,0
A_01_P1737311,0
A_01_P1737316,LOC100423381
A_01_P1737321,LOC694797
A_01_P1737326,LOC574383
A_01_P1737331,0
A_01_P1737341,0
A_01_P1737346,0
A_01_P1737351,0
A_01_P1737356,0
A_01_P1737361,DEFB136
A_01_P1737366,CTSB
A_01_P1737371,BLK
A_01_P1737376,FAM167A
A_01_P1737381,LOC697254
A_01_P1737386,0
A_01_P1737391,LOC106999682
A_01_P1737396,C8H8orf74
A_01_P1737401,0
A_01_P1737406,PRSS55
A_01_P1737411,LOC698506
A_01_P1737416,PPP1R3B
A_01_P1737421,ERI1
A_01_P1737426,TRMT9B
A_01_P1737431,DLC1
A_01_P1737436,SGCZ
A_01_P1737441,TUSC3
A_01_P1737446,0
A_01_P1737451,MSR1
A_01_P1737456,CNOT7
A_01_P1737461,MTMR7
A_01_P1737466,0
A_01_P1737471,SLC7A2
A_01_P1737476,MTUS1
A_01_P1737481,0
A_01_P1737486,ASAH1
A_01_P1737491,LOC704019
A_01_P1737496,PSD3
A_01_P1737506,SH2D4A
A_01_P1737511,CSGALNACT1
A_01_P1737521,0
A_01_P1737526,PRKD2
A_01_P1737531,LPL
A_01_P1737536,SLC18A1
A_01_P1737541,LZTS1
A_01_P1737551,LZTS1
A_01_P1737556,LOC715110
A_01_P1737561,XPO7
A_01_P1737566,0
A_01_P1737571,NPM2
A_01_P1737576,DMTN
A_01_P1737581,FAM160B2
A_01_P1737586,LGI3
A_01_P1737591,BMP1
A_01_P1737596,0
A_01_P1737601,SLC39A14
A_01_P1737606,0
A_01_P1737616,0
A_01_P1737621,0
A_01_P1737626,BIN3
A_01_P1737631,0
A_01_P1737636,RHOBTB2
A_01_P1737641,TNFRSF10B
A_01_P1737646,0
A_01_P1737651,0
A_01_P1737656,0
A_01_P1737661,ENTPD4
A_01_P1737666,0
A_01_P1737671,0
A_01_P1737676,NKX3-1
A_01_P1737681,NKX2-6
A_01_P1737686,LOC710877
A_01_P1737691,ADAM28
A_01_P1737696,ADAM28
A_01_P1737701,ADAM7
A_01_P1737706,NEFL
A_01_P1737711,DOCK5
A_01_P1737716,PPP2R2A
A_01_P1737726,0
A_01_P1737731,EBF2
A_01_P1737736,0
A_01_P1737741,TRIM35
A_01_P1737746,PTK2B
A_01_P1737751,EPHX2
A_01_P1737756,ESCO2
A_01_P1737761,SCARA5
A_01_P1737766,SCARA5
A_01_P1737771,NUGGC
A_01_P1737776,0
A_01_P1737781,0
A_01_P1737786,0
A_01_P1737791,0
A_01_P1737796,0
A_01_P1737801,MAP2K1
A_01_P1737806,LEPROTL1
A_01_P1737811,LEPROTL1
A_01_P1737816,MBOAT4
A_01_P1737821,0
A_01_P1737826,RBPMS
A_01_P1737836,0
A_01_P1737841,UBXN8
A_01_P1737849,0
A_01_P1737851,NRG1
A_01_P1737856,NRG1
A_01_P1737861,0
A_01_P1737866,0
A_01_P1737871,TTI2
A_01_P1737876,TTI2
A_01_P1737881,LOC106999723
A_01_P1737886,0
A_01_P1737894,0
A_01_P1737896,TFE3
A_01_P1737901,UNC5D
A_01_P1737906,0
A_01_P1737911,0
A_01_P1737916,KCNU1
A_01_P1737921,0
A_01_P1737926,ZNF703
A_01_P1737931,0
A_01_P1737936,ADRB3
A_01_P1737941,EIF4EBP1
A_01_P1737946,0
A_01_P1737951,BAG4
A_01_P1737956,PLPP5
A_01_P1737961,NSD3
A_01_P1737966,NSD3
A_01_P1737971,NSD3
A_01_P1737976,LETM2
A_01_P1737981,FGFR1
A_01_P1737986,TACC1
A_01_P1737991,PLEKHA2
A_01_P1737996,0
A_01_P1738006,LOC706992
A_01_P1738011,LOC706992
A_01_P1738016,LOC707094
A_01_P1738021,0
A_01_P1738026,LOC701958
A_01_P1738031,LOC106994911
A_01_P1738036,SDHC
A_01_P1738041,IDO2
A_01_P1738046,LOC708069
A_01_P1738051,0
A_01_P1738056,ANK1
A_01_P1738066,ANK1
A_01_P1738071,ANK1
A_01_P1738076,0
A_01_P1738081,ANK1
A_01_P1738086,ANK1
