Feature ID,GeneID
A_01_P014188,UNC45B
A_01_P014189,0
A_01_P014192,0
A_01_P014194,FAM234A
A_01_P014195,IL23A
A_01_P014196,0
A_01_P014198,0
A_01_P014200,SMOC2
A_01_P014201,0
A_01_P014202,ASCC1
A_01_P014203,0
A_01_P014207,GLIPR1L1
A_01_P014208,RPE
A_01_P014211,THAP2
A_01_P014212,CAT
A_01_P014213,0
A_01_P014215,0
A_01_P014216,0
A_01_P014217,PPIP5K2
A_01_P014220,PAK6
A_01_P014221,HSF1
A_01_P014222,UBR7
A_01_P014226,GNPAT
A_01_P014227,MED22
A_01_P014228,GRB14
A_01_P014234,ZNF582
A_01_P014235,UBAP1
A_01_P014236,ELMOD1
A_01_P014237,0
A_01_P014238,SHCBP1
A_01_P014239,CASP9
A_01_P014241,MACROD1
A_01_P014243,0
A_01_P014244,LEMD2
A_01_P014245,TNFRSF25
A_01_P014249,MPHOSPH9
A_01_P014250,LMO2
A_01_P014254,UBL4A
A_01_P014255,0
A_01_P014256,ZNF267
A_01_P014259,SCG2
A_01_P014261,PPP1CC
A_01_P014263,0
A_01_P014264,DAO
A_01_P014266,GATD3A
A_01_P014268,CD40
A_01_P014269,PRMT5
A_01_P014272,DPY30
A_01_P014274,SOX21
A_01_P014275,WFDC13
A_01_P014276,0
A_01_P014278,0
A_01_P014282,FSTL4
A_01_P014283,GSTA3
A_01_P014284,CST5
A_01_P014286,MFAP3L
A_01_P014288,ZNF195
A_01_P014289,RTN3
A_01_P014292,0
A_01_P014293,CDH3
A_01_P014294,ZBTB45
A_01_P014295,0
A_01_P014297,0
A_01_P014298,LOC719980
A_01_P014300,0
A_01_P014301,0
A_01_P014302,EIF3D
A_01_P014303,ZFP69
A_01_P014305,TBKBP1
A_01_P014306,HRH1
A_01_P014307,LOC698209
A_01_P014308,0
A_01_P014310,LDB2
A_01_P014311,IL17RB
A_01_P014312,ACAP3
A_01_P014316,ZNF575
A_01_P014317,CTSV
A_01_P014318,JCHAIN
A_01_P014319,EED
A_01_P014320,GALNT1
A_01_P014322,HRAS
A_01_P014325,PCDH8
A_01_P014326,0
A_01_P014328,0
A_01_P014329,CDK5RAP3
A_01_P014330,OVGP1
A_01_P014331,ADAMTS15
A_01_P014332,NHEJ1
A_01_P014333,0
A_01_P014334,HOPX
A_01_P014337,SRMS
A_01_P014339,TBCB
A_01_P014344,0
A_01_P014349,ING2
A_01_P014351,LOC703490
A_01_P014352,OAS3
A_01_P014353,LRRC20
A_01_P014354,0
A_01_P014355,0
A_01_P014356,DDX41
A_01_P014361,CCDC89
A_01_P014363,JUP
A_01_P014364,FGF17
A_01_P014365,FAM43A
A_01_P014367,PLPP6
A_01_P014368,CHD7
A_01_P014371,OTOA
A_01_P014372,OR4N4
A_01_P014373,0
A_01_P014375,USH2A
A_01_P014376,LDB3
A_01_P014382,0
A_01_P014383,OLFM1
A_01_P014384,0
A_01_P014385,IFT20
A_01_P014386,0
A_01_P014387,SOX13
A_01_P014388,GSG1
A_01_P014389,ADM
A_01_P014390,RIPPLY3
A_01_P014392,MYL9
A_01_P014393,LIPA
A_01_P014395,MIEF2
A_01_P014396,LOC709535
A_01_P014398,SUPT16H
A_01_P014399,TJP1
A_01_P014400,RETN
A_01_P014401,EHHADH
A_01_P014403,MLST8
A_01_P014404,LTN1
A_01_P014405,NPAS4
A_01_P014408,MAT2B
A_01_P014410,LPAR5
A_01_P014411,PHKB
A_01_P014414,SYT1
A_01_P014415,TRPM3
A_01_P014416,CIP2A
A_01_P014417,EDIL3
A_01_P014418,HLTF
A_01_P014420,PTGIR
A_01_P014421,WFS1
A_01_P014422,LRRC34
A_01_P014425,SKA3
A_01_P014429,PARS2
A_01_P014430,HYLS1
A_01_P014432,CLSTN3
A_01_P014435,0
A_01_P014437,IFI27
A_01_P014438,BTBD1
A_01_P014439,0
A_01_P014440,TIMD4
A_01_P014443,SLC35F2
A_01_P014444,0
A_01_P014446,AUP1
A_01_P014448,RAD21
A_01_P014450,KIF13A
A_01_P014451,0
A_01_P014453,0
A_01_P014455,MRGPRX1
A_01_P014457,DBNDD1
A_01_P014458,BRINP1
A_01_P014460,0
A_01_P014462,0
A_01_P014467,MSRB3
A_01_P014468,0
A_01_P014469,DNASE1L3
A_01_P014470,NUDC
A_01_P014471,CRYAB
A_01_P014473,CD164L2
A_01_P014474,0
A_01_P014475,NMI
A_01_P014476,METTL7B
A_01_P014478,LOC708221
A_01_P014480,PGLYRP1
A_01_P014483,R3HDM1
A_01_P014485,0
A_01_P014487,TMEM89
A_01_P014491,0
A_01_P014493,0
A_01_P014495,CLDND1
A_01_P014496,YWHAG
A_01_P014498,MAG
A_01_P014499,0
A_01_P014500,DUSP16
A_01_P014501,LOC694543
A_01_P014504,0
A_01_P014508,RPS7
A_01_P014509,APOBR
A_01_P014511,SCGB1A1
A_01_P014513,LOC719701
A_01_P014514,0
A_01_P014516,FHOD3
A_01_P014519,SURF1
A_01_P014520,GNB3
A_01_P014521,LOC714265
A_01_P014523,NUDT6
A_01_P014524,TXNDC12
A_01_P014527,EPOR
A_01_P014528,INKA1
A_01_P014529,GGNBP2
A_01_P014532,LZTS3
A_01_P014533,C11H12orf50
A_01_P014534,0
A_01_P014535,0
A_01_P014536,GOLGA7
A_01_P014538,MRAP2
A_01_P014539,ATG9A
A_01_P014547,SLC3A2
A_01_P014549,0
A_01_P014550,KMT2D
A_01_P014551,0
A_01_P014555,LOC711101
A_01_P014556,0
A_01_P014559,SLC25A4
A_01_P014561,PLEKHF2
A_01_P014562,0
A_01_P014563,ICA1
A_01_P014564,SLC35D1
A_01_P014565,0
A_01_P014567,0
A_01_P014568,NOVA1
A_01_P014569,LOC715623
A_01_P014570,TRAPPC6A
A_01_P014571,0
A_01_P014572,SYNPR
A_01_P014573,ZRANB2
A_01_P014574,USP26
A_01_P014578,PAEP
A_01_P014579,NPTN
A_01_P014580,SLC52A3
A_01_P014581,OFD1
A_01_P014585,0
A_01_P014586,0
A_01_P014588,0
A_01_P014589,ELL3
A_01_P014594,SLC16A5
A_01_P014596,TIMM50
A_01_P014597,C11H12orf49
A_01_P014601,PHTF2
A_01_P014602,0
A_01_P014603,0
A_01_P014605,GNS
A_01_P014606,0
A_01_P014610,STX4
A_01_P014611,0
A_01_P014612,SEC23IP
A_01_P014613,RTKN
A_01_P014614,0
A_01_P014616,DNAAF2
A_01_P014617,FZD3
A_01_P014622,TOP2B
A_01_P014623,UBA52
A_01_P014624,TMEM147
A_01_P014627,LOC106993262
A_01_P014629,GGN
A_01_P014630,RGS13
A_01_P014631,0
A_01_P014632,ZSCAN32
A_01_P014635,WRAP53
A_01_P014637,CCDC146
A_01_P014638,POSTN
A_01_P014639,NFRKB
A_01_P014642,SLC25A34
A_01_P014643,0
A_01_P014644,RABGGTA
A_01_P014647,ANXA5
A_01_P014649,WDR6
A_01_P014650,DMAP1
A_01_P014651,TCEAL7
A_01_P014655,HVCN1
A_01_P014656,0
A_01_P014658,SHBG
A_01_P014659,0
A_01_P014660,0
A_01_P014661,ELMO2
A_01_P014662,CARD18
A_01_P014663,STEAP4
A_01_P014666,IFI27L2
A_01_P014668,SLC25A25
A_01_P014676,0
A_01_P014678,0
A_01_P014684,0
A_01_P014686,0
A_01_P014687,ZFP36
A_01_P014689,0
A_01_P014691,ALLC
A_01_P014697,DAAM2
A_01_P014699,POLR2F
A_01_P014701,SYMPK
A_01_P014702,VPS41
A_01_P014703,AKAP14
A_01_P014704,ALDH7A1
A_01_P014705,LOC100424017
A_01_P014706,C11H12orf60
A_01_P014708,H1FX
A_01_P014709,RARA
A_01_P014710,TXLNB
A_01_P014711,FMO1
A_01_P014713,REEP3
A_01_P014714,ARID3A
A_01_P014715,IFNGR1
A_01_P014716,SLC39A11
A_01_P014717,LOC710568
A_01_P014718,0
A_01_P014721,0
A_01_P014722,ANO1
A_01_P014723,MB21D2
A_01_P014724,APOA5
A_01_P014725,CNIH1
A_01_P014726,0
A_01_P014729,MASP2
A_01_P014730,KIAA0355
A_01_P014731,0
A_01_P014732,AS3MT
A_01_P014733,FIZ1
A_01_P014735,0
A_01_P014737,STX18
A_01_P014740,0
A_01_P014741,ARFIP2
A_01_P014742,C14H11orf16
A_01_P014743,F12
A_01_P014744,0
A_01_P014746,SLC6A8
A_01_P014747,LOC106995965
A_01_P014748,LOC106994612
A_01_P014749,HAS3
A_01_P014750,0
A_01_P014751,KLHL13
A_01_P014752,PDS5B
A_01_P014753,TMC4
A_01_P014757,0
A_01_P014759,HAUS2
A_01_P014763,ABCD2
A_01_P014764,0
A_01_P014766,MAGEH1
A_01_P014767,CALML3
A_01_P014769,KCTD11
A_01_P014770,LOC703880
A_01_P014771,CCNA1
A_01_P014772,FBXW5
A_01_P014773,0
A_01_P014774,CCDC38
A_01_P014776,TBC1D14
A_01_P014779,ART1
A_01_P014780,DAZAP2
A_01_P014782,0
A_01_P014783,LRRC8E
A_01_P014784,0
A_01_P014785,PAK4
A_01_P014786,LOC695413
A_01_P014788,0
A_01_P014791,0
A_01_P014793,ADNP
A_01_P014794,LTB4R2
A_01_P014795,TM2D2
A_01_P014796,RAB6A
A_01_P014799,GSTZ1
A_01_P014800,EIF3M
A_01_P014802,0
A_01_P014803,SLITRK2
A_01_P014806,KDM3B
A_01_P014807,PXYLP1
A_01_P014809,0
A_01_P014810,COMTD1
A_01_P014811,ARHGEF3
A_01_P014812,ALDH3A2
A_01_P014814,0
A_01_P014815,0
A_01_P014816,PAXX
A_01_P014818,0
A_01_P014820,0
A_01_P014821,0
A_01_P014823,0
A_01_P014828,0
A_01_P014829,BCL2L14
A_01_P014830,0
A_01_P014831,MGAT4B
A_01_P014834,ANXA9
A_01_P014836,VIT
A_01_P014838,FUOM
A_01_P014841,0
A_01_P014843,LOC702242
A_01_P014845,PIAS3
A_01_P014846,0
A_01_P014848,0
A_01_P014849,DST
A_01_P014850,KCTD6
A_01_P014853,EPS8L1
A_01_P014855,GPAT4
A_01_P014856,SIRT6
A_01_P014857,OLFM4
A_01_P014863,KIZ
A_01_P014864,MAP3K20
A_01_P014865,0
A_01_P014868,0
A_01_P014870,TAAR6
A_01_P014872,0
A_01_P014874,KRT79
A_01_P014875,0
A_01_P014876,MAP3K14
A_01_P014879,0
A_01_P014880,0
A_01_P014881,NCKIPSD
A_01_P014882,C1H1orf174
A_01_P014884,CYTH2
A_01_P014885,0
A_01_P014886,0
A_01_P014887,0
A_01_P014889,ZC3H13
A_01_P014890,PSME2
A_01_P014892,ZNF304
A_01_P014893,MGAT5B
A_01_P014895,0
A_01_P014896,0
A_01_P014901,SMAD9
A_01_P014902,NT5C2
A_01_P014903,GPR87
A_01_P014905,SNRPA
A_01_P014911,GUCA2B
A_01_P014912,NUAK2
A_01_P014916,LOC723473
A_01_P014918,0
A_01_P014919,CCL4L1
A_01_P014920,PYGM
A_01_P014923,0
A_01_P014926,HAUS1
A_01_P014927,0
A_01_P014929,SOCS6
A_01_P014934,HOXC6
A_01_P014935,SLC22A17
A_01_P014936,HAPLN1
A_01_P014938,0
A_01_P014941,0
A_01_P014942,HSBP1
A_01_P014943,HOXC11
A_01_P014944,CTSA
A_01_P014946,PTGFR
A_01_P014949,LMBR1
A_01_P014950,MARK1
A_01_P014951,SLC41A2
A_01_P014953,0
A_01_P014955,FLI1
A_01_P014956,GFI1
A_01_P014958,DDX47
A_01_P014959,SLC29A3
A_01_P014960,0
A_01_P014961,0
A_01_P014962,FAM120A
A_01_P014963,AK7
A_01_P014964,SOCS6
A_01_P014965,BIN3
A_01_P014966,RABGGTB
A_01_P014969,EEFSEC
A_01_P014970,E2F5
A_01_P014971,PRDX3
A_01_P014972,IST1
A_01_P014973,TMEM79
A_01_P014974,SPATA46
A_01_P014976,C11H12orf29
A_01_P014980,DDX50
A_01_P014983,UBL4B
A_01_P014985,0
A_01_P014986,SREBF2
A_01_P014988,TOX2
A_01_P014989,0
A_01_P014993,LOC106997339
A_01_P014994,SPRYD3
A_01_P014995,MINPP1
A_01_P014996,0
A_01_P014998,ORAI1
A_01_P014999,PDE6A
A_01_P015000,PLPPR4
A_01_P015001,0
A_01_P015002,AZU1
A_01_P015003,ASAP2
A_01_P015004,PDZD3
A_01_P015005,0
A_01_P015006,ACTRT1
A_01_P015007,DMRTB1
A_01_P015008,IFI44
A_01_P015009,ZFAT
A_01_P015011,CNPY3
A_01_P015012,C5AR2
A_01_P015015,IFNA21
A_01_P015016,LEP
A_01_P015017,CD37
A_01_P015018,DAB2
A_01_P015019,0
A_01_P015020,SULT1B1
A_01_P015021,0
A_01_P015022,0
A_01_P015023,RAD17
A_01_P015024,TRIM29
A_01_P015025,SELENOO
A_01_P015029,ZNF77
A_01_P015030,0
A_01_P015031,0
A_01_P015034,ARFGEF1
A_01_P015035,PTK2B
A_01_P015036,0
A_01_P015039,KATNA1
A_01_P015040,QRFP
A_01_P015041,0
A_01_P015044,CPN1
A_01_P015045,0
A_01_P015047,PGBD5
A_01_P015049,RGS3
A_01_P015050,KIAA0232
A_01_P015051,FERD3L
A_01_P015052,KIAA1107
A_01_P015053,PPM1N
A_01_P015058,SYNE2
A_01_P015059,0
A_01_P015061,FAM104B
A_01_P015065,EXOC4
A_01_P015067,SFI1
A_01_P015070,0
A_01_P015072,TMEM150A
A_01_P015073,INCENP
A_01_P015074,0
A_01_P015076,HMGCLL1
A_01_P015080,SELENOF
A_01_P015082,CFAP53
A_01_P015085,0
A_01_P015087,0
A_01_P015089,0
A_01_P015097,CA7
A_01_P015099,BRPF3
A_01_P015102,0
A_01_P015110,MYT1L
A_01_P015116,DDX11
A_01_P015120,CEBPE
A_01_P015125,RNF208
A_01_P015126,LOC106993371
A_01_P015129,NEDD4
A_01_P015135,0
A_01_P015136,LIPC
A_01_P015142,SLC35A2
A_01_P015143,ALKBH2
A_01_P015155,CCDC68
A_01_P015156,GPT2
A_01_P015157,SH3GL2
A_01_P015158,0
A_01_P015159,OR6M1
A_01_P015162,0
A_01_P015165,0
A_01_P015173,PDF
A_01_P015177,0
A_01_P015178,APCS
A_01_P015179,LOC707238
A_01_P015180,PPP2R2C
A_01_P015182,STK36
A_01_P015184,SRSF4
A_01_P015193,PRLHR
A_01_P015196,LOC697915
A_01_P015197,PSMB7
A_01_P015198,MTPN
A_01_P015199,NR0B1
A_01_P015200,MED12L
A_01_P015202,KCTD5
A_01_P015203,EWSR1
A_01_P015207,DMC1
A_01_P015217,ZIC4
A_01_P015218,LOC698244
A_01_P015219,PMS2
A_01_P015221,PENK
A_01_P015222,TMSB15A
A_01_P015224,NDRG3
A_01_P015230,ARHGEF5
A_01_P015236,CORO6
A_01_P015237,MLYCD
A_01_P015239,HIRA
A_01_P015240,NNMT
A_01_P015241,GAB2
A_01_P015242,PLVAP
A_01_P015244,SYNJ1
A_01_P015248,0
A_01_P015249,DCTD
A_01_P015250,SORCS3
A_01_P015255,0
A_01_P015256,0
A_01_P015258,0
A_01_P015261,SF3B4
A_01_P015267,0
A_01_P015273,GTF2H1
A_01_P015276,LOC714226
A_01_P015278,MED15
A_01_P015283,CELF3
A_01_P015284,LOC715304
A_01_P015285,C18H18orf21
A_01_P015286,0
A_01_P015287,0
A_01_P015290,VAMP5
A_01_P015293,METAP2
A_01_P015295,0
A_01_P015297,LOC699779
A_01_P015299,TARBP1
A_01_P015300,0
A_01_P015301,0
A_01_P015303,PNPLA8
A_01_P015304,ANKRD11
A_01_P015305,CSPG4
A_01_P015306,0
A_01_P015307,SLC35D2
A_01_P015308,STK3
A_01_P015309,0
A_01_P015311,LOC693962
A_01_P015312,ZNF165
A_01_P015314,ANKMY1
A_01_P015315,RASSF5
A_01_P015316,0
A_01_P015320,CCDC127
A_01_P015321,0
A_01_P015322,0
A_01_P015326,CCAR2
A_01_P015328,ERH
A_01_P015329,MITD1
A_01_P015334,PAPSS2
A_01_P015335,FAM83A
A_01_P015337,CARMIL1
A_01_P015338,PSMA2
A_01_P015339,ZNF521
A_01_P015340,ANAPC4
A_01_P015341,RARG
A_01_P015342,ZNF774
A_01_P015344,LOC708724
A_01_P015345,NKAPL
A_01_P015346,TRAPPC1
A_01_P015348,PMEPA1
A_01_P015349,MLN
A_01_P015350,TNK2
A_01_P015351,MYL7
A_01_P015352,KRT74
A_01_P015354,GAL3ST1
A_01_P015356,GPR89A
A_01_P015357,LARGE1
A_01_P015361,CHAT
A_01_P015363,DOK3
A_01_P015365,0
A_01_P015366,FAM49B
A_01_P015367,C6
A_01_P015368,SGTB
A_01_P015369,TMEM255A
A_01_P015371,B3GNT6
A_01_P015372,XKRX
A_01_P015373,SRPRA
A_01_P015374,NSA2
A_01_P015375,NOL12
A_01_P015376,EDNRB
A_01_P015378,0
A_01_P015379,0
A_01_P015384,ANO7
A_01_P015387,LOC695197
A_01_P015388,RHAG
A_01_P015389,ZFP91
A_01_P015391,VWA5B1
A_01_P015394,C1QL1
A_01_P015395,ZNF683
A_01_P015396,P2RY8
A_01_P015399,EHBP1
A_01_P015400,BBS7
A_01_P015402,0
A_01_P015403,C16H17orf50
A_01_P015405,ZNF189
A_01_P015408,0
A_01_P015409,OS9
A_01_P015411,0
A_01_P015413,0
A_01_P015417,PDCD2L
A_01_P015418,LOC698976
A_01_P015420,TUBAL3
A_01_P015421,TEDC1
A_01_P015423,NOL4L
A_01_P015424,FEM1B
A_01_P015425,RAC1
A_01_P015426,LMAN2
A_01_P015427,SDCBP2
A_01_P015428,TMEM161B
A_01_P015429,SYNRG
A_01_P015431,0
A_01_P015434,SUCLG1
A_01_P015435,BOLA3
A_01_P015436,0
A_01_P015437,BCL11B
A_01_P015438,LOC713982
A_01_P015442,LY6E
A_01_P015444,DEDD
A_01_P015445,0
A_01_P015446,HMBS
A_01_P015448,GCLC
A_01_P015449,ZNF174
A_01_P015452,NME2
A_01_P015453,PAK1IP1
A_01_P015454,ZBTB20
A_01_P015458,0
A_01_P015459,NLRP8
A_01_P015463,MRPL50
A_01_P015464,PIGK
A_01_P015465,NUDT2
A_01_P015467,FAM151B
A_01_P015468,RNASE6
A_01_P015469,IFT172
A_01_P015470,0
A_01_P015473,ORMDL3
A_01_P015474,0
A_01_P015476,PTPRC
A_01_P015479,RPS23
A_01_P015481,RBM11
A_01_P015482,PDGFRB
A_01_P015484,LOC106997700
A_01_P015485,0
A_01_P015486,0
A_01_P015497,HIST2H3A
A_01_P015498,TLR6
A_01_P015499,ANKRD46
A_01_P015500,TAS2R38
A_01_P015505,SNTA1
A_01_P015507,YPEL3
A_01_P015509,NDUFB10
A_01_P015510,0
A_01_P015511,PLD2
A_01_P015512,EIF2S2
A_01_P015513,PPP1R17
A_01_P015514,SLC41A3
A_01_P015516,ZFAND4
A_01_P015518,0
A_01_P015519,PRSS37
A_01_P015522,0
A_01_P015523,0
A_01_P015524,TTC16
A_01_P015525,POLR3H
A_01_P015527,SPATA31A1
A_01_P015530,PRELID3B
A_01_P015531,0
A_01_P015532,SPATA2L
A_01_P015533,CATIP
A_01_P015534,ELOB
A_01_P015536,CBX6
A_01_P015537,HACD4
A_01_P015540,CHCHD8
A_01_P015541,0
A_01_P015542,NEFM
A_01_P015543,ST6GAL1
A_01_P015544,CAP1
A_01_P015547,DEF8
A_01_P015548,ACAD9
A_01_P015550,SPAG6
A_01_P015552,0
A_01_P015553,ZNF296
A_01_P015555,0
A_01_P015557,SERPINB6
A_01_P015559,TAS2R3
A_01_P015560,STAC3
A_01_P015564,LOC719283
A_01_P015565,ZCCHC8
A_01_P015567,0
A_01_P015574,TPD52L3
A_01_P015575,0
A_01_P015576,MTM1
A_01_P015577,GLDC
A_01_P015580,MAMU-DMA
A_01_P015582,MAPK8IP1
A_01_P015583,CORO2A
A_01_P015588,NCALD
A_01_P015590,OPN1SW
A_01_P015591,FBXO44
A_01_P015592,R3HCC1L
A_01_P015593,ITIH1
A_01_P015594,GDF3
A_01_P015595,SLCO4C1
A_01_P015596,LOC694896
A_01_P015597,0
A_01_P015598,0
A_01_P015599,LOC710565
A_01_P015600,0
A_01_P015602,0
A_01_P015603,HOXA1
A_01_P015604,0
A_01_P015605,0
A_01_P015607,0
A_01_P015608,C3H7orf43
A_01_P015610,CCNO
A_01_P015611,CD180
A_01_P015612,TUSC1
A_01_P015617,TRAPPC4
A_01_P015618,ARMH1
A_01_P015620,ABAT
A_01_P015623,SNAP91
A_01_P015624,KANSL1
A_01_P015626,0
A_01_P015627,MAN2B2
A_01_P015628,OTULINL
A_01_P015629,BARX1
A_01_P015631,PTBP1
A_01_P015633,ERCC2
A_01_P015634,NOS1AP
A_01_P015635,XRN1
A_01_P015636,ZCCHC13
A_01_P015638,AREG
A_01_P015641,GFPT2
A_01_P015642,SMG6
A_01_P015645,0
A_01_P015647,0
A_01_P015649,TFAP4
A_01_P015650,CSAD
A_01_P015657,EFCAB3
A_01_P015658,MC3R
A_01_P015660,PAN3
A_01_P015661,0
A_01_P015662,STOX2
A_01_P015667,KRT40
A_01_P015668,LOC698523
A_01_P015669,RASGRP1
A_01_P015673,FANK1
A_01_P015675,UHRF2
A_01_P015676,0
A_01_P015678,ZSCAN22
A_01_P015679,MC4R
A_01_P015680,NDUFA4L2
A_01_P015684,0
A_01_P015685,GFOD1
A_01_P015687,RPL22
A_01_P015688,0
A_01_P015692,0
A_01_P015693,0
A_01_P015694,THUMPD1
A_01_P015701,KCNA1
A_01_P015702,CFAP46
A_01_P015703,TUSC3
A_01_P015705,SHOX2
A_01_P015706,0
A_01_P015707,0
A_01_P015708,FCER1A
A_01_P015709,ADI1
A_01_P015712,0
A_01_P015713,GRAMD2A
A_01_P015714,LIX1
A_01_P015715,TSTA3
A_01_P015716,KLHL36
A_01_P015717,0
A_01_P015719,METTL8
A_01_P015721,TIMP1
A_01_P015723,MORF4L1
A_01_P015724,ERCC6
A_01_P015725,0
A_01_P015727,0
A_01_P015729,0
A_01_P015733,FAM114A2
A_01_P015734,CYBB
A_01_P015735,0
A_01_P015736,TFDP2
A_01_P015737,GABRA1
A_01_P015738,0
A_01_P015740,TMEM33
A_01_P015742,MON1B
A_01_P015744,0
A_01_P015745,TSSK1B
A_01_P015746,GLP2R
A_01_P015747,0
A_01_P015748,0
A_01_P015750,ZBTB2
A_01_P015751,USHBP1
A_01_P015752,TNP2
A_01_P015754,CLIC6
A_01_P015755,LOC106996634
A_01_P015758,MYO3B
A_01_P015759,0
A_01_P015761,CHRAC1
A_01_P015762,IFT22
A_01_P015763,DHX36
A_01_P015766,LOC705946
A_01_P015767,0
A_01_P015768,DNAJA1
A_01_P015770,BCS1L
A_01_P015773,PSMG3
A_01_P015777,0
A_01_P015778,RFK
A_01_P015779,LOC713879
A_01_P015780,GPRC6A
A_01_P015783,OLFML3
A_01_P015784,FPR2
A_01_P015786,0
A_01_P015787,0
A_01_P015788,PLP2
A_01_P015789,ACKR1
A_01_P015793,AP3S1
A_01_P015794,CDC7
A_01_P015795,0
A_01_P015796,0
A_01_P015797,RCE1
A_01_P015801,ZBTB43
A_01_P015802,CRCT1
A_01_P015803,0
A_01_P015804,REC8
A_01_P015808,STX16
A_01_P015809,SLC18B1
A_01_P015813,PSMD13
A_01_P015814,0
A_01_P015815,NFYC
A_01_P015817,0
A_01_P015822,0
A_01_P015824,CKAP2
A_01_P015825,CUTC
A_01_P015826,CCDC138
A_01_P015828,TIMP4
A_01_P015830,TTC32
A_01_P015831,GZMK
A_01_P015833,0
A_01_P015834,CKAP5
A_01_P015835,EGR2
A_01_P015836,MINK1
A_01_P015838,TM4SF1
A_01_P015839,ARPC2
A_01_P015846,ADTRP
A_01_P015848,0
A_01_P015850,TPCN1
A_01_P015852,0
A_01_P015854,PSMG1
A_01_P015855,0
A_01_P015856,PMP2
A_01_P015859,SLC17A5
A_01_P015863,LOC708314
A_01_P015865,0
A_01_P015868,CHCHD2
A_01_P015869,PDHA1
A_01_P015870,PRKAA1
A_01_P015873,LOC700794
A_01_P015874,TMEM256
A_01_P015875,PBDC1
A_01_P015876,H2AFY2
A_01_P015878,PRSS58
A_01_P015880,BIN1
A_01_P015884,0
A_01_P015886,IMPA1
A_01_P015887,FCRLA
A_01_P015888,PRCP
A_01_P015889,0
A_01_P015891,MOGAT2
A_01_P015893,CLEC4A
A_01_P015895,DLGAP4
A_01_P015896,0
A_01_P015897,0
A_01_P015898,MSMO1
A_01_P015899,TAF1L
A_01_P015902,LRIG3
A_01_P015903,RRN3
A_01_P015904,0
A_01_P015905,0
A_01_P015906,GNRH1
A_01_P015908,NUP37
A_01_P015909,ATP6V0A1
A_01_P015910,GIPC1
A_01_P015912,C5H4orf19
A_01_P015915,GABARAPL1
A_01_P015918,PTPRE
A_01_P015920,CD79B
A_01_P015922,MYO15A
A_01_P015923,C19H19orf53
A_01_P015924,C8H8orf48
A_01_P015925,NRBF2
A_01_P015926,GLIPR1
A_01_P015927,NSFL1C
A_01_P015928,0
A_01_P015929,TSPAN15
A_01_P015931,FAM166A
A_01_P015935,ARMC7
A_01_P015937,LOC696797
A_01_P015938,BARHL2
A_01_P015940,0
A_01_P015942,0
A_01_P015946,PSMA4
A_01_P015950,OARD1
A_01_P015952,NCOA4
A_01_P015954,CRTAC1
A_01_P015956,ZNF462
A_01_P015957,0
A_01_P015959,0
A_01_P015960,ID2
A_01_P015961,VAMP3
A_01_P015962,WNT11
A_01_P015963,0
A_01_P015964,MAD2L2
A_01_P015965,CDH24
A_01_P015966,0
A_01_P015967,TAGLN3
A_01_P015970,0
A_01_P015972,BCL2L10
A_01_P015978,CD2AP
A_01_P015979,BTD
A_01_P015980,A4GNT
A_01_P015985,RPP30
A_01_P015988,TCHP
A_01_P015989,OR2AG2
A_01_P015990,INCA1
A_01_P015991,POLR3D
A_01_P015996,TMEM106C
A_01_P015998,GFOD2
A_01_P015999,TOMM70
A_01_P016000,CPA5
A_01_P016002,TSPAN1
A_01_P016003,KISS1
A_01_P016004,ZMPSTE24
A_01_P016010,HTATSF1
A_01_P016011,ANKRD10
A_01_P016012,RMND5B
A_01_P016016,OR51M1
A_01_P016017,ORMDL1
A_01_P016018,CPLX3
A_01_P016019,0
A_01_P016020,DKK1
A_01_P016021,TRAFD1
A_01_P016024,PXDNL
A_01_P016028,AMDHD2
A_01_P016029,0
A_01_P016032,GRPR
A_01_P016034,WRAP73
A_01_P016035,SARS2
A_01_P016036,0
A_01_P016040,0
A_01_P016041,C6orf125
A_01_P016046,ALOX12B
A_01_P016047,PPP2R3A
A_01_P016048,IGFLR1
A_01_P016049,0
A_01_P016050,0
A_01_P016052,FBRS
A_01_P016053,TCF12
A_01_P016054,KRTDAP
A_01_P016058,SCG3
A_01_P016059,0
A_01_P016060,TMEM248
A_01_P016061,CCNG1
A_01_P016062,AP2S1
A_01_P016064,MTHFSD
A_01_P016065,MYB
A_01_P016066,0
A_01_P016067,UGT1A1
A_01_P016069,PLSCR4
A_01_P016070,C4H6orf118
A_01_P016073,ARMCX5
A_01_P016075,FAM45A
A_01_P016076,ZNF579
A_01_P016077,C13H2orf15
A_01_P016078,ZNF592
A_01_P016080,MEMO1
A_01_P016082,0
A_01_P016084,0
A_01_P016085,ADPRH
A_01_P016087,FAM118B
A_01_P016089,TCF15
A_01_P016090,0
A_01_P016092,USP32
A_01_P016093,0
A_01_P016094,0
A_01_P016098,SCPEP1
A_01_P016099,0
A_01_P016100,PEG3
A_01_P016101,MUL1
A_01_P016102,0
A_01_P016103,0
A_01_P016104,WDTC1
A_01_P016105,PCSK5
A_01_P016106,GCLM
A_01_P016108,HDAC6
A_01_P016114,RNF111
A_01_P016116,0
A_01_P016118,CLEC11A
A_01_P016120,0
A_01_P016121,LCN1
A_01_P016125,LOC694033
A_01_P016127,LOC707644
A_01_P016128,MMD2
A_01_P016129,GPR19
A_01_P016130,PCDHA5
A_01_P016132,0
A_01_P016134,0
A_01_P016138,0
